,Comparison,Taxa,Method,Group,LDA,P.unadj,P.adj,Significance
k__Eukaryota|p__Discosea|p__Eukaryota_Discosea|c__Tubulinea|o__Euamoebida|f__Hartmannellidae,PFU - Water,k__Eukaryota|p__Discosea|p__Eukaryota_Discosea|c__Tubulinea|o__Euamoebida|f__Hartmannellidae,LEfSe,PFU,1.767108601,1.14E-05,9.91E-05,***
k__Bacteria|p__Patescibacteria|p__Bacteria_Patescibacteria|c__Parcubacteria|o__Candidatus Yanofskybacteria,PFU - Water,k__Bacteria|p__Patescibacteria|p__Bacteria_Patescibacteria|c__Parcubacteria|o__Candidatus Yanofskybacteria,LEfSe,PFU,1.760209147,4.49E-08,9.76E-07,***
k__Eukaryota|p__Euglenozoa|p__Eukaryota_Euglenozoa|c__Euglenida|o__Euglenophyceae|f__Phacaceae|g__Phacus|s__Phacus_swirenkoi,PFU - Water,k__Eukaryota|p__Euglenozoa|p__Eukaryota_Euglenozoa|c__Euglenida|o__Euglenophyceae|f__Phacaceae|g__Phacus|s__Phacus_swirenkoi,LEfSe,PFU,1.758131397,0.000542101,0.002687333,**
k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Alphaproteobacteria|o__SAR11 clade|f__Clade II,PFU - Water,k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Alphaproteobacteria|o__SAR11 clade|f__Clade II,LEfSe,PFU,1.750959494,8.97E-06,8.26E-05,***
k__Bacteria|p__Bacteroidota|p__Bacteria_Bacteroidota|c__Bacteroidia|o__SM1A07,PFU - Water,k__Bacteria|p__Bacteroidota|p__Bacteria_Bacteroidota|c__Bacteroidia|o__SM1A07,LEfSe,PFU,1.749866123,5.32E-10,3.35E-08,***
k__Bacteria|p__Planctomycetota|p__Bacteria_Planctomycetota|c__Phycisphaerae|o__MSBL9,PFU - Water,k__Bacteria|p__Planctomycetota|p__Bacteria_Planctomycetota|c__Phycisphaerae|o__MSBL9,LEfSe,PFU,1.749471148,6.97E-06,6.74E-05,***
k__Bacteria|p__Acidobacteriota|p__Bacteria_Acidobacteriota|c__Holophagae|o__Holophagales|f__Holophagaceae|g__Geothrix,PFU - Water,k__Bacteria|p__Acidobacteriota|p__Bacteria_Acidobacteriota|c__Holophagae|o__Holophagales|f__Holophagaceae|g__Geothrix,LEfSe,PFU,1.748789084,1.79E-06,2.02E-05,***
k__Bacteria|p__Spirochaetota|p__Bacteria_Spirochaetota|c__MVP-15,PFU - Water,k__Bacteria|p__Spirochaetota|p__Bacteria_Spirochaetota|c__MVP-15,LEfSe,PFU,1.748695305,0.001267742,0.005438163,**
k__Bacteria|p__Actinobacteriota|p__Bacteria_Actinobacteriota|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Renibacterium,PFU - Water,k__Bacteria|p__Actinobacteriota|p__Bacteria_Actinobacteriota|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Renibacterium,LEfSe,Water,1.747998633,0.000346457,0.001848472,**
k__Eukaryota|p__Metazoa|p__Eukaryota_Metazoa|c__Nematoda|o__Chromadorea|f__Chromadorea_X|g__Rhabdias|s__Rhabdias_ranae,PFU - Water,k__Eukaryota|p__Metazoa|p__Eukaryota_Metazoa|c__Nematoda|o__Chromadorea|f__Chromadorea_X|g__Rhabdias|s__Rhabdias_ranae,LEfSe,Water,1.746333747,0.00074886,0.003425799,**
k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingobium,PFU - Water,k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingobium,LEfSe,PFU,1.743607312,0.000346457,0.001848472,**
k__Eukaryota|p__Oomycota|p__Eukaryota_Oomycota|c__Oomycota|o__Oomycota_X|f__Peronosporales|g__Phytophthora,PFU - Water,k__Eukaryota|p__Oomycota|p__Eukaryota_Oomycota|c__Oomycota|o__Oomycota_X|f__Peronosporales|g__Phytophthora,LEfSe,PFU,1.742932647,7.43E-05,0.00050267,***
k__Bacteria|p__Chloroflexi|p__Bacteria_Chloroflexi|c__SHA-26,PFU - Water,k__Bacteria|p__Chloroflexi|p__Bacteria_Chloroflexi|c__SHA-26,LEfSe,PFU,1.740892838,0.001746311,0.007054071,**
k__Bacteria|p__Firmicutes|p__Bacteria_Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelatoclostridiaceae|g__UCG-004,PFU - Water,k__Bacteria|p__Firmicutes|p__Bacteria_Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelatoclostridiaceae|g__UCG-004,LEfSe,Water,1.739932293,5.79E-05,0.000407346,***
k__Eukaryota|p__Chlorophyta|p__Eukaryota_Chlorophyta|c__Mamiellophyceae|o__Monomastigales|f__Monomastigaceae|g__Monomastix|s__Monomastix_minuta,PFU - Water,k__Eukaryota|p__Chlorophyta|p__Eukaryota_Chlorophyta|c__Mamiellophyceae|o__Monomastigales|f__Monomastigaceae|g__Monomastix|s__Monomastix_minuta,LEfSe,Water,1.733059558,1.62E-08,4.31E-07,***
k__Eukaryota|p__Metazoa|p__Eukaryota_Metazoa|c__Arthropoda|o__Hexapoda|f__Insecta|g__Pedicinus,PFU - Water,k__Eukaryota|p__Metazoa|p__Eukaryota_Metazoa|c__Arthropoda|o__Hexapoda|f__Insecta|g__Pedicinus,LEfSe,Water,1.729804498,9.29E-06,8.42E-05,***
k__Eukaryota|p__Streptophyta|p__Eukaryota_Streptophyta|c__Zygnemophyceae|o__Zygnemophyceae_X,PFU - Water,k__Eukaryota|p__Streptophyta|p__Eukaryota_Streptophyta|c__Zygnemophyceae|o__Zygnemophyceae_X,LEfSe,Water,1.719526888,0.000366576,0.001946384,**
k__Eukaryota|p__Streptophyta|p__Eukaryota_Streptophyta|c__Zygnemophyceae,PFU - Water,k__Eukaryota|p__Streptophyta|p__Eukaryota_Streptophyta|c__Zygnemophyceae,LEfSe,Water,1.719526888,0.000366576,0.001946384,**
k__Eukaryota|p__Metazoa|p__Eukaryota_Metazoa|c__Arthropoda|o__Hexapoda|f__Insecta,PFU - Water,k__Eukaryota|p__Metazoa|p__Eukaryota_Metazoa|c__Arthropoda|o__Hexapoda|f__Insecta,LEfSe,Water,1.713399113,5.16E-05,0.000368546,***
k__Eukaryota|p__Fungi|p__Eukaryota_Fungi|c__Ascomycota|o__Pezizomycotina|f__Sordariomycetes|g__Melanconis,PFU - Water,k__Eukaryota|p__Fungi|p__Eukaryota_Fungi|c__Ascomycota|o__Pezizomycotina|f__Sordariomycetes|g__Melanconis,LEfSe,Water,1.711801398,8.87E-05,0.000580246,***
k__Eukaryota|p__Fungi|p__Eukaryota_Fungi|c__Ascomycota|o__Pezizomycotina|f__Sordariomycetes|g__Melanconis|s__Melanconis_alni,PFU - Water,k__Eukaryota|p__Fungi|p__Eukaryota_Fungi|c__Ascomycota|o__Pezizomycotina|f__Sordariomycetes|g__Melanconis|s__Melanconis_alni,LEfSe,Water,1.711801398,8.87E-05,0.000580246,***
k__Eukaryota|p__Discosea|p__Eukaryota_Discosea|c__Tubulinea|o__Arcellinida|f__Arcellinida_X|g__Cryptodifflugia,PFU - Water,k__Eukaryota|p__Discosea|p__Eukaryota_Discosea|c__Tubulinea|o__Arcellinida|f__Arcellinida_X|g__Cryptodifflugia,LEfSe,PFU,1.711261485,0.001370169,0.005718118,**
k__Bacteria|p__Actinobacteriota|p__Bacteria_Actinobacteriota|c__Actinobacteria|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Actinosynnema pretiosum,PFU - Water,k__Bacteria|p__Actinobacteriota|p__Bacteria_Actinobacteriota|c__Actinobacteria|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Actinosynnema pretiosum,LEfSe,Water,1.708592317,0.000927272,0.00414451,**
k__Bacteria|p__Bacteroidota|p__Bacteria_Bacteroidota|c__Ignavibacteria|o__Ignavibacteriales|f__PHOS-HE36,PFU - Water,k__Bacteria|p__Bacteroidota|p__Bacteria_Bacteroidota|c__Ignavibacteria|o__Ignavibacteriales|f__PHOS-HE36,LEfSe,PFU,1.707504678,7.03E-08,1.35E-06,***
k__Eukaryota|p__Euglenozoa|p__Eukaryota_Euglenozoa|c__Euglenida|o__Euglenophyceae|f__Phacaceae|g__Phacus|s__Phacus_polytrophos,PFU - Water,k__Eukaryota|p__Euglenozoa|p__Eukaryota_Euglenozoa|c__Euglenida|o__Euglenophyceae|f__Phacaceae|g__Phacus|s__Phacus_polytrophos,LEfSe,PFU,1.706628409,0.002500127,0.009648039,**
k__Eukaryota|p__Discosea|p__Eukaryota_Discosea|c__Tubulinea|o__Echinamoebida|f__Vermamoebidae,PFU - Water,k__Eukaryota|p__Discosea|p__Eukaryota_Discosea|c__Tubulinea|o__Echinamoebida|f__Vermamoebidae,LEfSe,PFU,1.704362031,3.60E-05,0.000269452,***
k__Eukaryota|p__Discosea|p__Eukaryota_Discosea|c__Tubulinea|o__Echinamoebida|f__Vermamoebidae|g__Hartmannella,PFU - Water,k__Eukaryota|p__Discosea|p__Eukaryota_Discosea|c__Tubulinea|o__Echinamoebida|f__Vermamoebidae|g__Hartmannella,LEfSe,PFU,1.704362031,3.60E-05,0.000269452,***
k__Eukaryota|p__Discosea|p__Eukaryota_Discosea|c__Tubulinea|o__Echinamoebida|f__Vermamoebidae|g__Hartmannella|s__Hartmannella_cantabrigiensis,PFU - Water,k__Eukaryota|p__Discosea|p__Eukaryota_Discosea|c__Tubulinea|o__Echinamoebida|f__Vermamoebidae|g__Hartmannella|s__Hartmannella_cantabrigiensis,LEfSe,PFU,1.704362031,3.60E-05,0.000269452,***
k__Eukaryota|p__Metazoa|p__Eukaryota_Metazoa|c__Platyhelminthes|o__Monogenea,PFU - Water,k__Eukaryota|p__Metazoa|p__Eukaryota_Metazoa|c__Platyhelminthes|o__Monogenea,LEfSe,PFU,1.70389923,2.52E-07,3.95E-06,***
k__Eukaryota|p__Metazoa|p__Eukaryota_Metazoa|c__Platyhelminthes|o__Monogenea|f__Monopisthocotylea,PFU - Water,k__Eukaryota|p__Metazoa|p__Eukaryota_Metazoa|c__Platyhelminthes|o__Monogenea|f__Monopisthocotylea,LEfSe,PFU,1.70389923,2.52E-07,3.95E-06,***
k__Eukaryota|p__Chlorophyta|p__Eukaryota_Chlorophyta|c__Chlorophyceae|o__Sphaeropleales|f__Sphaeropleales_X|g__Coelastrum|s__Coelastrum_pseudomicroporum,PFU - Water,k__Eukaryota|p__Chlorophyta|p__Eukaryota_Chlorophyta|c__Chlorophyceae|o__Sphaeropleales|f__Sphaeropleales_X|g__Coelastrum|s__Coelastrum_pseudomicroporum,LEfSe,PFU,1.703687445,0.000571543,0.00281115,**
k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__S25-593,PFU - Water,k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__S25-593,LEfSe,Water,1.702214718,2.17E-05,0.000173059,***
k__Eukaryota|p__Discosea|p__Eukaryota_Discosea|c__Tubulinea|o__Echinamoebida,PFU - Water,k__Eukaryota|p__Discosea|p__Eukaryota_Discosea|c__Tubulinea|o__Echinamoebida,LEfSe,PFU,1.701251019,2.48E-05,0.000195592,***
k__Bacteria|p__SAR324 clade(Marine group B)|p__Bacteria_SAR324 clade(Marine group B)|c__bacterium enrichment culture clone B30(2011),PFU - Water,k__Bacteria|p__SAR324 clade(Marine group B)|p__Bacteria_SAR324 clade(Marine group B)|c__bacterium enrichment culture clone B30(2011),LEfSe,PFU,1.699219552,0.000245808,0.001385217,**
k__Bacteria|p__SAR324 clade(Marine group B)|p__Bacteria_SAR324 clade(Marine group B)|c__bacterium enrichment culture clone B30(2011)|o__bacterium enrichment culture clone B30(2011)_X,PFU - Water,k__Bacteria|p__SAR324 clade(Marine group B)|p__Bacteria_SAR324 clade(Marine group B)|c__bacterium enrichment culture clone B30(2011)|o__bacterium enrichment culture clone B30(2011)_X,LEfSe,PFU,1.699219552,0.000245808,0.001385217,**
k__Bacteria|p__SAR324 clade(Marine group B)|p__Bacteria_SAR324 clade(Marine group B)|c__bacterium enrichment culture clone B30(2011)|o__bacterium enrichment culture clone B30(2011)_X|f__bacterium enrichment culture clone B30(2011)_XX,PFU - Water,k__Bacteria|p__SAR324 clade(Marine group B)|p__Bacteria_SAR324 clade(Marine group B)|c__bacterium enrichment culture clone B30(2011)|o__bacterium enrichment culture clone B30(2011)_X|f__bacterium enrichment culture clone B30(2011)_XX,LEfSe,PFU,1.699219552,0.000245808,0.001385217,**
k__Bacteria|p__SAR324 clade(Marine group B)|p__Bacteria_SAR324 clade(Marine group B)|c__bacterium enrichment culture clone B30(2011)|o__bacterium enrichment culture clone B30(2011)_X|f__bacterium enrichment culture clone B30(2011)_XX|g__bacterium enrichment culture clone B30(2011)_XXX sp.,PFU - Water,k__Bacteria|p__SAR324 clade(Marine group B)|p__Bacteria_SAR324 clade(Marine group B)|c__bacterium enrichment culture clone B30(2011)|o__bacterium enrichment culture clone B30(2011)_X|f__bacterium enrichment culture clone B30(2011)_XX|g__bacterium enrichment culture clone B30(2011)_XXX sp.,LEfSe,PFU,1.699219552,0.000245808,0.001385217,**
k__Bacteria|p__Cloacimonadota,PFU - Water,k__Bacteria|p__Cloacimonadota,LEfSe,PFU,1.697829689,2.63E-05,0.000205951,***
k__Bacteria|p__Cloacimonadota|p__Bacteria_Cloacimonadota,PFU - Water,k__Bacteria|p__Cloacimonadota|p__Bacteria_Cloacimonadota,LEfSe,PFU,1.697829689,2.63E-05,0.000205951,***
k__Bacteria|p__Cloacimonadota|p__Bacteria_Cloacimonadota|c__Cloacimonadia,PFU - Water,k__Bacteria|p__Cloacimonadota|p__Bacteria_Cloacimonadota|c__Cloacimonadia,LEfSe,PFU,1.697829689,2.63E-05,0.000205951,***
k__Eukaryota|p__Cercozoa|p__Eukaryota_Cercozoa|c__Endomyxa|o__Vampyrellida|f__Leptophryidae|g__Leptophrys,PFU - Water,k__Eukaryota|p__Cercozoa|p__Eukaryota_Cercozoa|c__Endomyxa|o__Vampyrellida|f__Leptophryidae|g__Leptophrys,LEfSe,PFU,1.692644071,0.00122294,0.005273478,**
k__Eukaryota|p__Cercozoa|p__Eukaryota_Cercozoa|c__Endomyxa|o__Vampyrellida|f__Leptophryidae|g__Leptophrys|s__Leptophrys_vorax,PFU - Water,k__Eukaryota|p__Cercozoa|p__Eukaryota_Cercozoa|c__Endomyxa|o__Vampyrellida|f__Leptophryidae|g__Leptophrys|s__Leptophrys_vorax,LEfSe,PFU,1.692644071,0.00122294,0.005273478,**
k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Alphaproteobacteria|o__Reyranellales|f__Reyranellaceae|g__Reyranella,PFU - Water,k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Alphaproteobacteria|o__Reyranellales|f__Reyranellaceae|g__Reyranella,LEfSe,PFU,1.688611747,2.46E-08,6.00E-07,***
k__Bacteria|p__Bacteroidota|p__Bacteria_Bacteroidota|c__Rhodothermia|o__Rhodothermales,PFU - Water,k__Bacteria|p__Bacteroidota|p__Bacteria_Bacteroidota|c__Rhodothermia|o__Rhodothermales,LEfSe,PFU,1.687627752,1.44E-06,1.70E-05,***
k__Bacteria|p__Bacteroidota|p__Bacteria_Bacteroidota|c__Rhodothermia|o__Rhodothermales|f__Rhodothermaceae,PFU - Water,k__Bacteria|p__Bacteroidota|p__Bacteria_Bacteroidota|c__Rhodothermia|o__Rhodothermales|f__Rhodothermaceae,LEfSe,PFU,1.687627752,1.44E-06,1.70E-05,***
k__Bacteria|p__Planctomycetota|p__Bacteria_Planctomycetota|c__Planctomycetes|o__Gemmatales|f__Gemmataceae|g__Gemmata,PFU - Water,k__Bacteria|p__Planctomycetota|p__Bacteria_Planctomycetota|c__Planctomycetes|o__Gemmatales|f__Gemmataceae|g__Gemmata,LEfSe,PFU,1.687488809,1.43E-06,1.70E-05,***
k__Eukaryota|p__Discosea|p__Eukaryota_Discosea|c__Tubulinea|o__Nolandida,PFU - Water,k__Eukaryota|p__Discosea|p__Eukaryota_Discosea|c__Tubulinea|o__Nolandida,LEfSe,PFU,1.687029313,8.38E-07,1.10E-05,***
k__Eukaryota|p__Discosea|p__Eukaryota_Discosea|c__Tubulinea|o__Nolandida|f__Nolandellidae,PFU - Water,k__Eukaryota|p__Discosea|p__Eukaryota_Discosea|c__Tubulinea|o__Nolandida|f__Nolandellidae,LEfSe,PFU,1.687029313,8.38E-07,1.10E-05,***
k__Eukaryota|p__Discosea|p__Eukaryota_Discosea|c__Tubulinea|o__Nolandida|f__Nolandellidae|g__Nolandellidae_X,PFU - Water,k__Eukaryota|p__Discosea|p__Eukaryota_Discosea|c__Tubulinea|o__Nolandida|f__Nolandellidae|g__Nolandellidae_X,LEfSe,PFU,1.687029313,8.38E-07,1.10E-05,***
k__Eukaryota|p__Haptophyta|p__Eukaryota_Haptophyta|c__Prymnesiophyceae,PFU - Water,k__Eukaryota|p__Haptophyta|p__Eukaryota_Haptophyta|c__Prymnesiophyceae,LEfSe,PFU,1.686605002,0.000246114,0.001385217,**
k__Eukaryota|p__Haptophyta|p__Eukaryota_Haptophyta|c__Prymnesiophyceae|o__Prymnesiales,PFU - Water,k__Eukaryota|p__Haptophyta|p__Eukaryota_Haptophyta|c__Prymnesiophyceae|o__Prymnesiales,LEfSe,PFU,1.686605002,0.000246114,0.001385217,**
k__Bacteria|p__Chloroflexi|p__Bacteria_Chloroflexi|c__Dehalococcoidia|o__MSBL5,PFU - Water,k__Bacteria|p__Chloroflexi|p__Bacteria_Chloroflexi|c__Dehalococcoidia|o__MSBL5,LEfSe,PFU,1.686230879,1.38E-05,0.000115611,***
k__Eukaryota|p__Cercozoa|p__Eukaryota_Cercozoa|c__Filosa-Sarcomonadea|o__Glissomonadida|f__Glissomonadida_Clade-Y,PFU - Water,k__Eukaryota|p__Cercozoa|p__Eukaryota_Cercozoa|c__Filosa-Sarcomonadea|o__Glissomonadida|f__Glissomonadida_Clade-Y,LEfSe,PFU,1.684876624,0.00011395,0.00070745,***
k__Eukaryota|p__Cercozoa|p__Eukaryota_Cercozoa|c__Filosa-Sarcomonadea|o__Glissomonadida|f__Glissomonadida_Clade-Y|g__Glissomonadida_Clade-Y_X,PFU - Water,k__Eukaryota|p__Cercozoa|p__Eukaryota_Cercozoa|c__Filosa-Sarcomonadea|o__Glissomonadida|f__Glissomonadida_Clade-Y|g__Glissomonadida_Clade-Y_X,LEfSe,PFU,1.684876624,0.00011395,0.00070745,***
k__Archaea|p__Halobacterota|p__Archaea_Halobacterota|c__Methanomicrobia|o__Methanomicrobiales|f__Methanoregulaceae|g__Methanolinea,PFU - Water,k__Archaea|p__Halobacterota|p__Archaea_Halobacterota|c__Methanomicrobia|o__Methanomicrobiales|f__Methanoregulaceae|g__Methanolinea,LEfSe,PFU,1.684781979,0.000492123,0.002483129,**
k__Eukaryota|p__Euglenozoa|p__Eukaryota_Euglenozoa|c__Euglenida|o__Euglenophyceae|f__Euglenaceae|g__Euglena|s__Euglena_agilis,PFU - Water,k__Eukaryota|p__Euglenozoa|p__Eukaryota_Euglenozoa|c__Euglenida|o__Euglenophyceae|f__Euglenaceae|g__Euglena|s__Euglena_agilis,LEfSe,PFU,1.678274336,4.46E-06,4.53E-05,***
k__Bacteria|p__Spirochaetota|p__Bacteria_Spirochaetota|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Spirochaeta,PFU - Water,k__Bacteria|p__Spirochaetota|p__Bacteria_Spirochaetota|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Spirochaeta,LEfSe,PFU,1.677550492,9.31E-08,1.75E-06,***
k__Eukaryota|p__Ciliophora|p__Eukaryota_Ciliophora|c__Litostomatea|o__Haptoria_5|f__Pleurostomatida|g__Hemiophrys|s__Hemiophrys_procera,PFU - Water,k__Eukaryota|p__Ciliophora|p__Eukaryota_Ciliophora|c__Litostomatea|o__Haptoria_5|f__Pleurostomatida|g__Hemiophrys|s__Hemiophrys_procera,LEfSe,PFU,1.672282148,2.21E-06,2.44E-05,***
k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Candidatus Hepatincola|g__Grylloblatta bifratrilecta,PFU - Water,k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Candidatus Hepatincola|g__Grylloblatta bifratrilecta,LEfSe,Water,1.671980912,6.97E-10,4.15E-08,***
k__Bacteria|p__Desulfobacterota|p__Bacteria_Desulfobacterota|c__Desulfuromonadia|o__Geobacterales|f__Geobacteraceae|g__Citrifermentans,PFU - Water,k__Bacteria|p__Desulfobacterota|p__Bacteria_Desulfobacterota|c__Desulfuromonadia|o__Geobacterales|f__Geobacteraceae|g__Citrifermentans,LEfSe,PFU,1.664901346,0.001345002,0.005645165,**
k__Eukaryota|p__Ciliophora|p__Eukaryota_Ciliophora|c__Colpodea|o__Colpodea_X|f__Cyrtolophosidida|g__Cyrtolophosis|s__Cyrtolophosis_mucicola,PFU - Water,k__Eukaryota|p__Ciliophora|p__Eukaryota_Ciliophora|c__Colpodea|o__Colpodea_X|f__Cyrtolophosidida|g__Cyrtolophosis|s__Cyrtolophosis_mucicola,LEfSe,PFU,1.66418331,6.20E-07,8.54E-06,***
k__Bacteria|p__Firmicutes|p__Bacteria_Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lacticaseibacillus,PFU - Water,k__Bacteria|p__Firmicutes|p__Bacteria_Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lacticaseibacillus,LEfSe,PFU,1.661341685,0.000666782,0.003119437,**
k__Eukaryota|p__Euglenozoa|p__Eukaryota_Euglenozoa|c__Euglenida|o__Euglenida_X|f__Lentomonadidae,PFU - Water,k__Eukaryota|p__Euglenozoa|p__Eukaryota_Euglenozoa|c__Euglenida|o__Euglenida_X|f__Lentomonadidae,LEfSe,PFU,1.66031342,2.46E-07,3.91E-06,***
k__Eukaryota|p__Euglenozoa|p__Eukaryota_Euglenozoa|c__Euglenida|o__Euglenida_X|f__Lentomonadidae|g__Lentomonas,PFU - Water,k__Eukaryota|p__Euglenozoa|p__Eukaryota_Euglenozoa|c__Euglenida|o__Euglenida_X|f__Lentomonadidae|g__Lentomonas,LEfSe,PFU,1.66031342,2.46E-07,3.91E-06,***
k__Bacteria|p__Acidobacteriota|p__Bacteria_Acidobacteriota|c__Thermoanaerobaculia|o__Thermoanaerobaculales|f__Thermoanaerobaculaceae|g__Subgroup 23,PFU - Water,k__Bacteria|p__Acidobacteriota|p__Bacteria_Acidobacteriota|c__Thermoanaerobaculia|o__Thermoanaerobaculales|f__Thermoanaerobaculaceae|g__Subgroup 23,LEfSe,PFU,1.658010299,9.82E-06,8.73E-05,***
k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Alphaproteobacteria|o__Micavibrionales|f__Micavibrionaceae,PFU - Water,k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Alphaproteobacteria|o__Micavibrionales|f__Micavibrionaceae,LEfSe,PFU,1.653556259,8.50E-06,7.93E-05,***
k__Bacteria|p__Bacteroidota|p__Bacteria_Bacteroidota|c__Ignavibacteria|o__SJA-28,PFU - Water,k__Bacteria|p__Bacteroidota|p__Bacteria_Bacteroidota|c__Ignavibacteria|o__SJA-28,LEfSe,PFU,1.651349718,1.40E-07,2.48E-06,***
k__Eukaryota|p__Fungi|p__Eukaryota_Fungi|c__Ascomycota|o__Pezizomycotina|f__Sordariomycetes|g__Paecilomyces,PFU - Water,k__Eukaryota|p__Fungi|p__Eukaryota_Fungi|c__Ascomycota|o__Pezizomycotina|f__Sordariomycetes|g__Paecilomyces,LEfSe,Water,1.642816785,0.000571543,0.00281115,**
k__Eukaryota|p__Fungi|p__Eukaryota_Fungi|c__Ascomycota|o__Pezizomycotina|f__Sordariomycetes|g__Paecilomyces|s__Paecilomyces_variotii,PFU - Water,k__Eukaryota|p__Fungi|p__Eukaryota_Fungi|c__Ascomycota|o__Pezizomycotina|f__Sordariomycetes|g__Paecilomyces|s__Paecilomyces_variotii,LEfSe,Water,1.642816785,0.000571543,0.00281115,**
k__Eukaryota|p__Chlorophyta|p__Eukaryota_Chlorophyta|c__Chlorophyceae|o__Sphaeropleales|f__Selenastraceae|g__Monoraphidium|s__Monoraphidium_contortum,PFU - Water,k__Eukaryota|p__Chlorophyta|p__Eukaryota_Chlorophyta|c__Chlorophyceae|o__Sphaeropleales|f__Selenastraceae|g__Monoraphidium|s__Monoraphidium_contortum,LEfSe,PFU,1.639649201,0.002103592,0.008263687,**
k__Eukaryota|p__Heterolobosea|p__Eukaryota_Heterolobosea|c__Heterolobosea|o__Tetramitia_I,PFU - Water,k__Eukaryota|p__Heterolobosea|p__Eukaryota_Heterolobosea|c__Heterolobosea|o__Tetramitia_I,LEfSe,PFU,1.637532975,0.000199405,0.00116087,**
k__Eukaryota|p__Heterolobosea|p__Eukaryota_Heterolobosea|c__Heterolobosea|o__Tetramitia_I|f__Neovahlkampfiidae,PFU - Water,k__Eukaryota|p__Heterolobosea|p__Eukaryota_Heterolobosea|c__Heterolobosea|o__Tetramitia_I|f__Neovahlkampfiidae,LEfSe,PFU,1.637532975,0.000199405,0.00116087,**
k__Eukaryota|p__Chlorophyta|p__Eukaryota_Chlorophyta|c__Trebouxiophyceae|o__Trebouxiophyceae_X|f__Trebouxiophyceae_XX|g__Botryococcus,PFU - Water,k__Eukaryota|p__Chlorophyta|p__Eukaryota_Chlorophyta|c__Trebouxiophyceae|o__Trebouxiophyceae_X|f__Trebouxiophyceae_XX|g__Botryococcus,LEfSe,PFU,1.63700702,0.000433358,0.002253795,**
k__Bacteria|p__Firmicutes|p__Bacteria_Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelatoclostridiaceae,PFU - Water,k__Bacteria|p__Firmicutes|p__Bacteria_Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelatoclostridiaceae,LEfSe,Water,1.636320388,0.001030215,0.004572165,**
k__Eukaryota|p__Streptophyta|p__Eukaryota_Streptophyta|c__Zygnemophyceae|o__Zygnemophyceae_X|f__Zygnemophyceae_XX,PFU - Water,k__Eukaryota|p__Streptophyta|p__Eukaryota_Streptophyta|c__Zygnemophyceae|o__Zygnemophyceae_X|f__Zygnemophyceae_XX,LEfSe,Water,1.63451668,0.00114365,0.00501499,**
k__Archaea|p__Thermoplasmatota|p__Archaea_Thermoplasmatota|c__Thermoplasmata|o__Methanomassiliicoccales,PFU - Water,k__Archaea|p__Thermoplasmatota|p__Archaea_Thermoplasmatota|c__Thermoplasmata|o__Methanomassiliicoccales,LEfSe,PFU,1.630934386,1.55E-06,1.81E-05,***
k__Bacteria|p__Verrucomicrobiota|p__Bacteria_Verrucomicrobiota|c__Chlamydiae|o__Chlamydiales|f__Waddliaceae,PFU - Water,k__Bacteria|p__Verrucomicrobiota|p__Bacteria_Verrucomicrobiota|c__Chlamydiae|o__Chlamydiales|f__Waddliaceae,LEfSe,PFU,1.630067017,1.13E-08,3.23E-07,***
k__Bacteria|p__Verrucomicrobiota|p__Bacteria_Verrucomicrobiota|c__Chlamydiae|o__Chlamydiales|f__Waddliaceae|g__Waddlia,PFU - Water,k__Bacteria|p__Verrucomicrobiota|p__Bacteria_Verrucomicrobiota|c__Chlamydiae|o__Chlamydiales|f__Waddliaceae|g__Waddlia,LEfSe,PFU,1.630067017,1.13E-08,3.23E-07,***
