bray,DP1,DP2,DP3,DP4,DP5,DP6,DP7,DP8,DP9,DP10,DP11,DP12,DP13,DP14,DP15,DW1,DW2,DW3,DW4,DW5,DW6,DW7,DW8,DW9,DW10,DW11,DW12,DW13,DW14,DW15,CP1,CP2,CP3,CP4,CP5,CP6,CP7,CP8,CP9,CP10,CP11,CP12,CP13,CP14,CP15,CW1,CW2,CW3,CW4,CW5,CW6,CW7,CW8,CW9,CW10,CW11,CW12,CW13,CW14,CW15
CP11,0.499769548,0.488720094,0.492402337,0.459396763,0.467648621,0.458610813,0.48416256,0.476418849,0.483567488,0.463986589,0.496919863,0.485475935,0.475178986,0.468254108,0.474318425,0.565224074,0.579850534,0.573165582,0.563188817,0.574858871,0.565047302,0.579237494,0.572347547,0.569918858,0.592496333,0.579188675,0.574251345,0.58996386,0.588474472,0.586285904,0.295833483,0.317345387,0.286581333,0.265543539,0.248065214,0.244468836,0.239167395,0.239872525,0.230475246,0.106972048,0,0.097807474,0.174316508,0.204878112,0.178278261,0.419368912,0.418103576,0.41202428,0.383627528,0.389087293,0.391679226,0.381025229,0.380108969,0.380553533,0.270649791,0.266306949,0.280812169,0.339424229,0.333080011,0.336232777
CP12,0.501921888,0.492205148,0.496626947,0.466069866,0.47433716,0.466570664,0.493886822,0.487055611,0.492684702,0.477929014,0.498989671,0.492602186,0.482406284,0.474503685,0.479366929,0.566754723,0.576690751,0.574693569,0.55831633,0.56999776,0.559198733,0.573193854,0.568102826,0.573579255,0.577727344,0.573422846,0.568729267,0.584070854,0.582733511,0.576071597,0.290262772,0.313004653,0.282435134,0.266121636,0.238101371,0.233962941,0.224453694,0.221297406,0.205722368,0.109193934,0.097807474,0,0.169107968,0.195664972,0.176383363,0.394169413,0.392955557,0.388417508,0.365749632,0.368017459,0.377379033,0.368930203,0.364513205,0.368549733,0.277514659,0.275860007,0.2974694,0.330554997,0.324837114,0.32787861
CP13,0.530412939,0.522616723,0.523665496,0.480939746,0.488910089,0.487795289,0.512211378,0.505828125,0.515808333,0.49595227,0.528796056,0.515333488,0.505717369,0.49617637,0.508888082,0.598529364,0.608448504,0.607323992,0.590387584,0.603377629,0.592418013,0.607290378,0.601659817,0.603734709,0.609633763,0.605909695,0.603517707,0.619434668,0.617637739,0.610552794,0.347221614,0.372384541,0.310548191,0.359277639,0.314671271,0.320423689,0.27088165,0.319824444,0.301119081,0.212340973,0.174316508,0.169107968,0,0.118599151,0.103879287,0.462503973,0.462823556,0.458561558,0.438702449,0.442893982,0.45184103,0.416417807,0.417479968,0.420098763,0.28094283,0.276880416,0.301338735,0.276490292,0.268482764,0.273308443
CP14,0.555027623,0.547733875,0.547452195,0.510656677,0.519210547,0.514161875,0.542447347,0.535937258,0.544950812,0.526012699,0.555619253,0.544833889,0.536668377,0.525561749,0.536866219,0.627732615,0.634800179,0.636034155,0.616449819,0.624652093,0.616401347,0.619624242,0.621216286,0.631533163,0.615128914,0.626088492,0.626325967,0.632376116,0.631975302,0.620148112,0.379117877,0.404171255,0.335670895,0.396591375,0.329128801,0.347662834,0.257002716,0.342745498,0.316738276,0.242816921,0.204878112,0.195664972,0.118599151,0,0.125936386,0.462708078,0.465196295,0.463321714,0.446855946,0.448078722,0.460370357,0.415766644,0.416333772,0.421690084,0.31208878,0.309399046,0.334567357,0.268678996,0.263799096,0.263970433
CP15,0.547854648,0.539579303,0.539657796,0.502476545,0.512174911,0.506474428,0.528716814,0.523435506,0.532017036,0.5143451,0.546933622,0.53508088,0.529340575,0.520968587,0.528110899,0.616792991,0.625033191,0.625739193,0.606358258,0.616895363,0.606500157,0.622291321,0.615359842,0.620520276,0.620723133,0.619433788,0.616359696,0.632300696,0.630962105,0.623630438,0.35471005,0.37697447,0.304031991,0.375521167,0.322423953,0.330709439,0.276241117,0.333472579,0.318858526,0.222024948,0.178278261,0.176383363,0.103879287,0.125936386,0,0.464838437,0.465774964,0.46356015,0.447965924,0.451124115,0.457805643,0.418967355,0.421898051,0.424807172,0.293242117,0.290106661,0.311452692,0.287471111,0.277553715,0.279913974
CW1,0.537550078,0.543240047,0.560837661,0.558246417,0.566808574,0.560912044,0.569548485,0.563775206,0.566264061,0.567691576,0.573952894,0.575212095,0.551921103,0.530725833,0.546016923,0.481921695,0.483862649,0.478727651,0.446254111,0.456142894,0.461438875,0.456505535,0.457129422,0.471444523,0.430594293,0.460750224,0.452228674,0.470939412,0.470663946,0.44412541,0.40615901,0.422641622,0.42420437,0.406440558,0.4030336,0.395633425,0.379794107,0.348118929,0.354451299,0.398891213,0.419368912,0.394169413,0.462503973,0.462708078,0.464838437,0,0.079010283,0.082225495,0.13291208,0.143281627,0.147816906,0.131423899,0.128896386,0.126500671,0.350858265,0.347946338,0.377893722,0.347576321,0.339040986,0.348519045
CW2,0.539621983,0.544089539,0.564195749,0.554099877,0.561473467,0.55522562,0.563966857,0.555803286,0.561145941,0.557032486,0.571425764,0.571761955,0.545815512,0.528007532,0.540467139,0.48259969,0.487048894,0.480344,0.451461641,0.462479465,0.463700201,0.460758703,0.4599629,0.474943851,0.443833191,0.466593446,0.461454577,0.4734115,0.472876117,0.45129241,0.404407706,0.420105278,0.423178192,0.392990528,0.398517549,0.388223612,0.379451555,0.348508427,0.35133744,0.391196618,0.418103576,0.392955557,0.462823556,0.465196295,0.465774964,0.079010283,0,0.066125829,0.128358581,0.123432715,0.124451231,0.145777267,0.139430543,0.139252586,0.349572006,0.344610522,0.373136191,0.360804978,0.346418796,0.358095221
CW3,0.536010738,0.539623285,0.559107519,0.553707921,0.5598449,0.554506996,0.559234208,0.552996005,0.556681302,0.559091182,0.56915752,0.56796451,0.545087207,0.524998402,0.537749739,0.477349222,0.479496319,0.473829966,0.444293764,0.45350903,0.457910784,0.457589434,0.452573513,0.464041464,0.444509228,0.457119704,0.452891219,0.472419541,0.469741348,0.449875408,0.400269358,0.418282974,0.418788072,0.391061321,0.393421445,0.38596379,0.373628587,0.344470233,0.349259703,0.390880303,0.41202428,0.388417508,0.458561558,0.463321714,0.46356015,0.082225495,0.066125829,0,0.123809526,0.126943553,0.128130294,0.149626619,0.141771578,0.139330946,0.344602826,0.340223809,0.368452251,0.358087524,0.344405911,0.356981668
CW4,0.52426049,0.526395243,0.54729483,0.543444137,0.551140205,0.543854171,0.550459396,0.545528624,0.548329783,0.551274038,0.559861507,0.558991058,0.536655807,0.517533762,0.529460817,0.471175956,0.482571901,0.471623228,0.444424995,0.454558719,0.458538293,0.459354973,0.455444488,0.464951432,0.449598576,0.459945734,0.45580518,0.471770404,0.471914229,0.454648665,0.389816692,0.404897344,0.404698188,0.360027014,0.373314314,0.364746126,0.353153944,0.322243707,0.322417394,0.369307102,0.383627528,0.365749632,0.438702449,0.446855946,0.447965924,0.13291208,0.128358581,0.123809526,0,0.098048312,0.097157092,0.149165374,0.137981935,0.139585175,0.324841082,0.318706106,0.3510589,0.348650002,0.340648915,0.350733958
CW5,0.523826652,0.527124732,0.544703101,0.540191429,0.549475554,0.539965985,0.551346228,0.544050004,0.550677273,0.545998291,0.560344741,0.559485076,0.534365834,0.517063517,0.525826941,0.481252976,0.492205657,0.487692375,0.462996965,0.473472298,0.467379179,0.46389639,0.468838191,0.481826229,0.453285332,0.475252436,0.473783632,0.483922801,0.485279531,0.461972007,0.38628744,0.399546986,0.403976669,0.351109329,0.369826592,0.363906339,0.355336599,0.323732873,0.321165558,0.368806369,0.389087293,0.368017459,0.442893982,0.448078722,0.451124115,0.143281627,0.123432715,0.126943553,0.098048312,0,0.085992385,0.163803174,0.148051108,0.154904362,0.334222791,0.325824368,0.356890924,0.357532503,0.347067853,0.358032295
CW6,0.525746731,0.52882849,0.546359025,0.544363238,0.551472752,0.543179427,0.551976285,0.544325611,0.55120702,0.54804573,0.561715167,0.561496425,0.536189822,0.5207972,0.531383202,0.477875522,0.488529487,0.477359119,0.4564373,0.46674108,0.468280815,0.466624999,0.463074069,0.47356617,0.461255857,0.471448045,0.466581721,0.481395695,0.481798761,0.462611908,0.392953425,0.405569656,0.410372771,0.356380312,0.376327825,0.372482698,0.361252766,0.331885857,0.331002544,0.371083107,0.391679226,0.377379033,0.45184103,0.460370357,0.457805643,0.147816906,0.124451231,0.128130294,0.097157092,0.085992385,0,0.167928508,0.157884486,0.161210804,0.32962501,0.321992099,0.347309315,0.372183593,0.359978128,0.371847752
CW7,0.534170956,0.537661146,0.551551751,0.550276994,0.559725794,0.553333675,0.57222667,0.565922656,0.569687773,0.567081465,0.586333375,0.583345743,0.562784269,0.540309554,0.558474467,0.504917151,0.505450478,0.498948909,0.467413663,0.477156394,0.481833263,0.475183038,0.479421399,0.494678731,0.448847167,0.482024419,0.478858746,0.493014299,0.491982584,0.466277293,0.402041332,0.421634929,0.382534457,0.405747967,0.383127412,0.381329913,0.325165834,0.353955693,0.345195899,0.38146062,0.381025229,0.368930203,0.416417807,0.415766644,0.418967355,0.131423899,0.145777267,0.149626619,0.149165374,0.163803174,0.167928508,0,0.063549302,0.065241226,0.30195472,0.295519635,0.332481311,0.286125978,0.277296339,0.287337633
CW8,0.535069869,0.537622654,0.55223313,0.547672457,0.558893987,0.550444094,0.570717794,0.5637409,0.568691345,0.565142337,0.584731338,0.581779866,0.55912673,0.540067291,0.555225601,0.502756233,0.506836736,0.501329763,0.46863882,0.477390627,0.48263459,0.476365877,0.4802788,0.493550703,0.448069419,0.485223089,0.47761687,0.495804419,0.494459731,0.468119447,0.399709779,0.420152568,0.384805916,0.397865561,0.377443268,0.374680267,0.326748784,0.349359197,0.339956862,0.374633507,0.380108969,0.364513205,0.417479968,0.416333772,0.421898051,0.128896386,0.139430543,0.141771578,0.137981935,0.148051108,0.157884486,0.063549302,0,0.063676616,0.303411437,0.296281278,0.334696595,0.290812357,0.283161312,0.292307257
CW9,0.531197837,0.533313839,0.546091279,0.547138579,0.558255703,0.549596112,0.56848118,0.560996498,0.565129416,0.564936329,0.581257106,0.57836099,0.555074764,0.536974743,0.550211512,0.500554378,0.502342324,0.496250103,0.464504237,0.474459351,0.479328051,0.472729846,0.475742505,0.48995031,0.447571488,0.477996299,0.472436384,0.489505711,0.488146459,0.461349251,0.395619924,0.416943126,0.385112179,0.395488664,0.380037624,0.37535306,0.326498858,0.345579103,0.34002987,0.376208806,0.380553533,0.368549733,0.420098763,0.421690084,0.424807172,0.126500671,0.139252586,0.139330946,0.139585175,0.154904362,0.161210804,0.065241226,0.063676616,0,0.307053923,0.303837644,0.337877995,0.29712439,0.287392195,0.297830115
CW10,0.48246847,0.482423035,0.488708187,0.493189911,0.504649557,0.495580163,0.517464267,0.508613793,0.514231207,0.514819085,0.539330179,0.53371027,0.518030597,0.496807578,0.510259897,0.498876696,0.517328489,0.511401401,0.493606095,0.509317189,0.498428172,0.519514262,0.509212865,0.497529585,0.524142056,0.513639876,0.503091917,0.525084502,0.527744445,0.51627745,0.360831879,0.371334784,0.33882394,0.370376752,0.342904295,0.356718786,0.315623548,0.35497361,0.344886664,0.285972076,0.270649791,0.277514659,0.28094283,0.31208878,0.293242117,0.350858265,0.349572006,0.344602826,0.324841082,0.334222791,0.32962501,0.30195472,0.303411437,0.307053923,0,0.074343743,0.108880834,0.232887018,0.211098416,0.22585513
CW11,0.485973283,0.488642979,0.494227602,0.497752454,0.509312803,0.500167528,0.518628612,0.509616512,0.516348156,0.512041553,0.54231723,0.534987651,0.520762053,0.501116499,0.513376638,0.50494216,0.524439897,0.518100735,0.500564216,0.51594357,0.504602391,0.52351339,0.515933921,0.505043697,0.526277585,0.52049047,0.509944641,0.530400392,0.533505731,0.520417958,0.361407201,0.373223003,0.338714239,0.368983847,0.341438046,0.351089784,0.310966666,0.351984265,0.343062523,0.281512933,0.266306949,0.275860007,0.276880416,0.309399046,0.290106661,0.347946338,0.344610522,0.340223809,0.318706106,0.325824368,0.321992099,0.295519635,0.296281278,0.303837644,0.074343743,0,0.104895089,0.228333504,0.210750213,0.225320643
CW12,0.481817208,0.475548994,0.47546135,0.488942502,0.504474088,0.486792223,0.500703589,0.493170266,0.497101868,0.502000079,0.527356937,0.519354159,0.507556449,0.488078054,0.497013019,0.495478305,0.524390955,0.514911998,0.49960945,0.519867389,0.507447953,0.534400239,0.522384582,0.498403835,0.544077176,0.528454843,0.512329231,0.537792624,0.541593428,0.532479487,0.357062309,0.362165299,0.349061421,0.365220715,0.354045332,0.36248405,0.342343206,0.366901815,0.360208721,0.299869965,0.280812169,0.2974694,0.301338735,0.334567357,0.311452692,0.377893722,0.373136191,0.368452251,0.3510589,0.356890924,0.347309315,0.332481311,0.334696595,0.337877995,0.108880834,0.104895089,0,0.276855494,0.256496304,0.269556296
CW13,0.558887319,0.563123163,0.568921092,0.553704289,0.567255369,0.55846855,0.585509221,0.575562228,0.587041437,0.566644611,0.603154881,0.594857688,0.580111558,0.560140118,0.581268614,0.579026219,0.584906596,0.584654254,0.561230163,0.57154162,0.563272477,0.567634433,0.570995708,0.582892384,0.548387776,0.575524832,0.57356205,0.582569986,0.584206696,0.562628036,0.437149611,0.466086839,0.390084453,0.469383231,0.414070535,0.42217349,0.321172685,0.405979897,0.386869315,0.359114511,0.339424229,0.330554997,0.276490292,0.268678996,0.287471111,0.347576321,0.360804978,0.358087524,0.348650002,0.357532503,0.372183593,0.286125978,0.290812357,0.29712439,0.232887018,0.228333504,0.276855494,0,0.091449762,0.080850484
CW14,0.558322134,0.562836271,0.569268513,0.554305625,0.567357721,0.557966622,0.582824392,0.573884867,0.584377862,0.565828397,0.599379543,0.592315217,0.578418911,0.557497683,0.577930272,0.567532126,0.571677673,0.571073749,0.54527518,0.556697442,0.548526581,0.55323117,0.556305441,0.569564237,0.534268957,0.560675193,0.559453447,0.56879059,0.568318823,0.5477562,0.435225924,0.460778095,0.387516656,0.461241697,0.40809781,0.418452001,0.316871888,0.402112014,0.38261234,0.351206494,0.333080011,0.324837114,0.268482764,0.263799096,0.277553715,0.339040986,0.346418796,0.344405911,0.340648915,0.347067853,0.359978128,0.277296339,0.283161312,0.287392195,0.211098416,0.210750213,0.256496304,0.091449762,0,0.082677738
CW15,0.555281108,0.558464379,0.565265501,0.548082881,0.562200548,0.55196445,0.581583714,0.571521607,0.58349203,0.564070186,0.599364048,0.591217131,0.577352414,0.557140574,0.578072645,0.573601496,0.577488192,0.578157926,0.553148042,0.563401375,0.555759285,0.560224444,0.563271202,0.57679666,0.543543484,0.567580496,0.565964287,0.574432969,0.574995666,0.554892417,0.433414514,0.461749993,0.388967919,0.466179677,0.411170126,0.418459345,0.318266933,0.403526144,0.385829137,0.354261326,0.336232777,0.32787861,0.273308443,0.263970433,0.279913974,0.348519045,0.358095221,0.356981668,0.350733958,0.358032295,0.371847752,0.287337633,0.292307257,0.297830115,0.22585513,0.225320643,0.269556296,0.080850484,0.082677738,0
